,time,MISO,MOSI
661,0,0xff,0x2b
662,0,0xff,0x33
663,0,0xff,0x8e
664,0,0xff,0x03
665,0,0xff,0x4b
666,0,0xff,0x8f
667,0,0xff,0xd5
668,0,0xff,0xea
669,0,0xff,0x3e
670,0,0xff,0x42
671,0,0xff,0xef
672,0,0xff,0x85
673,0,0xff,0xb8
674,0,0xff,0xd4
675,0,0xff,0x65
676,0,0xff,0x90
677,0,0xff,0x86
678,0,0xff,0x92
679,0,0xff,0xca
680,0,0xff,0x56
681,0,0xff,0xfa
682,0,0xff,0xe0
683,0,0xff,0x3e
684,0,0xff,0xc6
685,0,0xff,0xda
686,0,0xff,0x2a
687,0,0xff,0x50
688,0,0xff,0x7b
689,0,0xff,0x18
690,0,0xff,0xc8
691,0,0xff,0x2e
692,0,0xff,0x32
693,0,0xff,0x92
694,0,0xff,0xaf
695,0,0xff,0xe2
696,0,0xff,0xdc
697,0,0xff,0x94
698,0,0xff,0xe2
699,0,0xff,0xe3
700,0,0xff,0xe0
701,0,0xff,0x9f
702,0,0xff,0x50
703,0,0xff,0x11
704,0,0xff,0x34
705,0,0xff,0xa8
706,0,0xff,0xcd
707,0,0xff,0xb6
708,0,0xff,0x3f
709,0,0xff,0xdd
710,0,0xff,0xa4
711,0,0xff,0xd5
712,0,0xff,0x8a
713,0,0xff,0x66
714,0,0xff,0xd0
715,0,0xff,0x3c
716,0,0xff,0x45
717,0,0xff,0xb6
718,0,0xff,0xaa
719,0,0xff,0xf5
720,0,0xff,0x61
721,0,0xff,0xb3
722,0,0xff,0x5d
723,0,0xff,0x23
724,0,0xff,0xb0
725,0,0xff,0xe5
726,0,0xff,0x71
727,0,0xff,0xd8
728,0,0xff,0x3b
729,0,0xff,0x6c
730,0,0xff,0x21
731,0,0xff,0x72
732,0,0xff,0xd1
733,0,0xff,0x64
734,0,0xff,0x49
735,0,0xff,0x74
736,0,0xff,0xcb
737,0,0xff,0xdf
738,0,0xff,0x34
739,0,0xff,0x02
740,0,0xff,0x31
741,0,0xff,0xc7
742,0,0xff,0x34
743,0,0xff,0x9c
744,0,0xff,0x21
745,0,0xff,0x45
746,0,0xff,0xbc
747,0,0xff,0x66
748,0,0xff,0x3a
749,0,0xff,0x0e
750,0,0xff,0xdb
751,0,0xff,0xee
752,0,0xff,0x1c
753,0,0xff,0xca
754,0,0xff,0x05
755,0,0xff,0x1c
